net,length_um
clknet_leaf_22_clk,94.28
_08501_,93.94
clknet_1_0__leaf__08456_,93.91
_02858_,93.86
_08468_,93.74
_06922_,93.735
CPU.registerFile\[1\]\[8\],93.73
_05881_,93.68
_04916_,93.56
_08377_,93.34
_05016_,93.2
CPU.aluReg\[14\],93.165
_07785_,92.99
clknet_0__08480_,92.93
_06247_,92.91
_03721_,92.84
clknet_1_1__leaf__04980_,92.84
_02741_,92.62
_02760_,92.45
net1298,92.26
clknet_1_1__leaf__08490_,92.17
_07135_,92.15
CPU.aluReg\[29\],92.065
clknet_1_0__leaf__04981_,91.99
_02826_,91.98
_03986_,91.96
_03012_,91.94
_05157_,91.94
_08269_,91.94
clknet_0__04980_,91.83
clknet_0__08478_,91.82
_06100_,91.76
_03985_,91.48
_04219_,91.425
_04595_,91.38
clknet_1_0__leaf__04980_,91.31
_03221_,91.28
_07014_,91.28
clknet_1_1__leaf__08489_,91.275
_06042_,91.26
_03405_,91.16
_03889_,91.08
clknet_1_1__leaf__05014_,91.08
clknet_1_1__leaf__04984_,90.83
_05251_,90.62
_06025_,90.52
clknet_1_1__leaf__08501_,90.45
_04722_,90.43
_06813_,90.4
mapped_spi_ram.rcv_data\[0\],90.2
_08691_,90.12
_07799_,90.06
_02837_,90
_03622_,89.88
clknet_1_1__leaf__08450_,89.87
clknet_1_0__leaf__08345_,89.85
clknet_1_0__leaf__03687_,89.81
CPU.registerFile\[24\]\[19\],89.77
_05671_,89.73
CPU.registerFile\[24\]\[18\],89.63
_05687_,89.61
clknet_leaf_11_clk,89.6
clknet_1_1__leaf__08457_,89.52
_07138_,89.45
CPU.registerFile\[24\]\[12\],89.26
clknet_1_1__leaf__03679_,89.26
_08635_,89.12
clknet_1_0__leaf__08343_,89.02
clknet_1_1__leaf__08441_,88.97
_04179_,88.82
_08661_,88.81
_07715_,88.75
_04757_,88.74
_07671_,88.66
_03747_,88.405
_04373_,88.16
_02866_,88.14
_07737_,88.13
mapped_spi_ram.rcv_data\[4\],88.12
_06299_,87.98
_05235_,87.96
_07670_,87.935
_05264_,87.92
_03515_,87.9
_03967_,87.86
_05763_,87.7
_04985_,87.67
_03566_,87.58
mapped_spi_flash.state\[2\],87.545
_05910_,87.535
_05069_,87.5
clknet_1_1__leaf__03639_,87.49
_07237_,87.4
_04096_,87.37
_06203_,87.12
clknet_0__08452_,87.12
CPU.Bimm\[12\],87.08
_02867_,87.04
_07164_,86.99
mapped_spi_ram.rcv_data\[11\],86.92
clknet_1_0__leaf__08455_,86.76
CPU.Jimm\[15\],86.58
_04951_,86.56
_06595_,86.4
_07054_,86.26
_06118_,86.19
_04050_,86.13
_04007_,86.03
clknet_1_1__leaf__08475_,86.01
CPU.aluReg\[28\],86
_07809_,85.96
_04194_,85.86
clknet_leaf_24_clk,85.82
clknet_1_0__leaf__08480_,85.75
_05880_,85.66
_08324_,85.56
CPU.Jimm\[17\],85.33
_08369_,85.32
_06165_,85.27
clknet_1_1__leaf__08494_,85.1
_02824_,84.9
_05020_,84.84
_06379_,84.82
_06663_,84.66
_08365_,84.6
clknet_leaf_4_clk,84.6
clknet_1_1__leaf__08485_,84.59
clknet_1_1__leaf__03655_,84.57
clknet_1_0__leaf__08450_,84.55
clknet_1_1__leaf__03689_,84.52
_08330_,84.44
_07048_,84.42
_08457_,84.38
_06976_,84.255
_06128_,84.22
_04586_,84.2
clknet_1_0__leaf__08368_,84.13
_08770_,84.1
_07198_,84.02
CPU.Jimm\[16\],83.98
_06076_,83.94
_05240_,83.82
clknet_0__08446_,83.81
_08836_,83.8
_08446_,83.76
_05293_,83.74
_03063_,83.72
_06522_,83.67
clknet_1_1__leaf__03680_,83.47
_08514_,83.445
clknet_leaf_21_clk,83.44
clknet_1_0__leaf__08342_,83.34
_03369_,83.26
_06391_,83.21
clknet_1_0__leaf__08475_,83.15
_05841_,83.08
clknet_1_1__leaf__08466_,83.07
_06287_,82.7
_06914_,82.655
CPU.registerFile\[2\]\[7\],82.64
clknet_1_1__leaf__08498_,82.54
clknet_0__08455_,82.33
_04501_,82.26
CPU.PC\[7\],82.08
clknet_1_0__leaf__08472_,81.99
_03224_,81.96
_03143_,81.95
_03229_,81.92
_05643_,81.72
clknet_1_0__leaf__08438_,81.72
clknet_1_1__leaf__08483_,81.7
_08862_,81.62
_07680_,81.6
_08731_,81.24
_07160_,81.22
_06518_,81.17
_06070_,81.16
CPU.PC\[6\],81.09
_04136_,81.06
_08495_,80.92
clknet_1_1__leaf__04981_,80.92
clknet_1_1__leaf__08479_,80.84
_04059_,80.76
clknet_1_0__leaf__08508_,80.72
_02905_,80.66
_06113_,80.56
_01452_,80.525
CPU.registerFile\[24\]\[20\],80.36
_02870_,80.34
clknet_0__08468_,80.33
_07813_,80.235
_03512_,80.14
_04898_,80.14
_04846_,80.12
_05250_,80.04
mapped_spi_ram.rcv_data\[6\],80.04
_05842_,79.98
_07796_,79.87
clknet_0__08482_,79.85
_05679_,79.84
clknet_1_0__leaf__03655_,79.71
_06493_,79.4
clknet_1_1__leaf__08447_,79.31
_08822_,79.28
_03686_,79.2
CPU.registerFile\[2\]\[8\],79.08
CPU.registerFile\[24\]\[21\],78.82
_05693_,78.78
_04026_,78.72
_07038_,78.64
clknet_0__08437_,78.47
CPU.rs2\[31\],78.4
_04014_,78.38
clknet_1_1__leaf__08437_,78.38
_06166_,78.375
_06204_,78.37
_06222_,78.32
_08597_,78.16
CPU.registerFile\[24\]\[17\],78.1
_08360_,78
clknet_0__08340_,77.97
clknet_1_0__leaf__08485_,77.96
_05557_,77.94
_03022_,77.89
clknet_1_0__leaf__03638_,77.89
_05686_,77.86
_05521_,77.84
_06906_,77.82
clknet_1_0__leaf__08470_,77.77
_03262_,77.74
_06461_,77.63
_07031_,77.62
clknet_leaf_26_clk,77.6
_08878_,77.56
_04544_,77.54
clknet_1_1__leaf__08487_,77.46
_08701_,77.44
_02825_,77.42
_05270_,77.38
_04807_,77.36
per_uart.uart0.tx_wr,77.33
_06984_,77.32
_07045_,77.28
_08368_,77.28
clknet_1_0__leaf__08487_,77.25
_05636_,77.08
_04621_,76.94
_07051_,76.88
_05169_,76.855
_03201_,76.76
_08425_,76.66
clknet_0__08494_,76.58
_03309_,76.5
_03154_,76.4
_04139_,76.34
CPU.aluReg\[1\],76.26
_05246_,76.175
clknet_1_1__leaf__08510_,76.07
_03974_,75.98
clknet_1_0__leaf__08453_,75.97
_04224_,75.9
_03639_,75.8
CPU.Jimm\[18\],75.56
_05073_,75.54
_05709_,75.5
_07784_,75.475
net1417,75.46
_06939_,75.36
CPU.registerFile\[24\]\[7\],75.24
_03519_,75.22
_08334_,75.11
net1434,75
_05691_,74.94
_06544_,74.88
clknet_1_0__leaf__03642_,74.84
clknet_1_0__leaf__08481_,74.83
_04993_,74.815
clknet_1_1__leaf__08439_,74.8
clknet_1_1__leaf__08436_,74.77
_06092_,74.6
_08254_,74.6
_03034_,74.58
_06322_,74.5
CPU.registerFile\[2\]\[6\],74.48
_03661_,74.445
CPU.registerFile\[24\]\[23\],74.44
_05762_,74.33
clknet_1_0__leaf__08344_,74.315
_08654_,74.28
_06108_,74.27
_05345_,74.18
clknet_1_1__leaf__08481_,74.18
_06491_,73.98
mapped_spi_ram.rcv_data\[9\],73.76
mapped_spi_ram.rcv_data\[1\],73.74
_06019_,73.7
CPU.registerFile\[1\]\[6\],73.64
clknet_1_1__leaf__08476_,73.62
CPU.registerFile\[24\]\[22\],73.54
clknet_1_0__leaf__04979_,73.42
clknet_1_0__leaf__08496_,73.42
clknet_1_0__leaf__08493_,73.35
clknet_0__03638_,73.34
clknet_1_0__leaf__08445_,73.31
clknet_0__08464_,73.16
_05159_,73.02
_05312_,73.02
_08498_,72.9
_08506_,72.88
_05339_,72.86
_06980_,72.8
_04093_,72.78
clknet_1_0__leaf__08443_,72.72
clknet_1_1__leaf__08507_,72.7
_04667_,72.6
clknet_1_0__leaf__08369_,72.6
_04154_,72.54
clknet_1_0__leaf__03644_,72.52
clknet_1_0__leaf__08479_,72.5
clknet_0__03639_,72.48
clknet_0__08498_,72.48
_03115_,72.4
_05747_,72.32
_08616_,72.3
_04984_,72.28
_02980_,72.2
_06240_,72.2
_04036_,72.16
net1307,72.16
_03378_,72.12
clknet_1_0__leaf__08460_,72.12
_02797_,72.06
_02738_,71.97
_04106_,71.9
CPU.aluReg\[10\],71.865
_03265_,71.74
_06532_,71.68
_05017_,71.47
_04052_,71.46
CPU.aluReg\[12\],71.335
_07739_,71.215
_04454_,71.2
clknet_0__03687_,71.18
clknet_1_1__leaf__08499_,71.12
_06416_,71.08
_06255_,71.02
_06472_,71
_08441_,71
clknet_1_0__leaf__04983_,70.95
_04259_,70.885
clknet_1_0__leaf__03680_,70.82
_08556_,70.8
_04255_,70.7
_06277_,70.68
_04457_,70.52
_04145_,70.36
_05497_,70.34
_03103_,70.33
clknet_1_0__leaf__08483_,70.3
clknet_1_0__leaf__08476_,70.27
_05061_,70.26
_05544_,70.14
_07079_,70.14
_07414_,70.1
_05516_,70.04
clknet_1_0__leaf__08364_,69.99
_07091_,69.9
_04640_,69.86
clknet_leaf_3_clk,69.8
_03554_,69.78
_04041_,69.78
_03062_,69.72
_05249_,69.62
_06205_,69.56
clknet_1_0__leaf__08490_,69.18
clknet_1_1__leaf__08455_,69.18
_03659_,69.16
CPU.rs2\[30\],69.08
clknet_1_0__leaf__08507_,69.01
_04293_,68.94
clknet_1_1__leaf__08435_,68.88
_03935_,68.86
_04275_,68.86
_05908_,68.86
mapped_spi_ram.rcv_data\[5\],68.85
CPU.aluIn1\[27\],68.82
_04980_,68.82
clknet_0__03683_,68.72
_08806_,68.68
_03100_,68.475
_03794_,68.46
_03440_,68.45
CPU.registerFile\[1\]\[7\],68.42
_04231_,68.42
_08625_,68.4
clknet_1_1__leaf__08362_,68.38
_08780_,68.36
_03248_,68.32
mapped_spi_flash.state\[0\],68.2
_04947_,68.18
clknet_1_0__leaf__08436_,68.17
_04378_,68.14
_03956_,67.99
_02942_,67.92
_07236_,67.92
_04054_,67.71
_04933_,67.66
clknet_1_0__leaf__08499_,67.64
CPU.instr\[3\],67.62
clknet_0__08485_,67.56
_06119_,67.52
_04842_,67.48
clknet_1_0__leaf__08482_,67.46
net1653,67.36
_05586_,67.35
_07073_,67.3
_03969_,67.28
_04661_,67.06
_04706_,67
clknet_1_1__leaf__08443_,66.96
_07812_,66.84
clknet_1_1__leaf__08456_,66.8
clknet_0__08490_,66.79
clknet_1_1__leaf__08453_,66.65
clknet_1_0__leaf__08505_,66.57
clknet_1_1__leaf__08464_,66.54
_04702_,66.465
_08343_,66.46
_08474_,66.32
_03308_,66.29
_04411_,66.24
_03480_,66.2
_05241_,66.14
_06462_,66.14
clknet_1_0__leaf__03679_,66.1
_05543_,66
_03683_,65.88
_08729_,65.78
clknet_0__08443_,65.76
clknet_1_0__leaf__03645_,65.72
clknet_1_1__leaf__08449_,65.5
clknet_0__08449_,65.49
clknet_1_0__leaf__08466_,65.45
CPU.PC\[10\],65.36
_06138_,65.32
_07687_,65.3
net1400,65.3
_04063_,65.26
_06545_,65.26
clknet_1_0__leaf__08439_,65.14
_06026_,65.12
_08812_,65.1
CPU.PC\[9\],65.03
clknet_1_1__leaf__08442_,64.97
CPU.rs2\[17\],64.8
_06390_,64.78
net13,64.72
_04602_,64.64
clknet_1_1__leaf__08361_,64.6
clknet_0__08362_,64.59
_04339_,64.56
_08866_,64.34
_04095_,64.32
clknet_0__08345_,64.28
_06981_,64.2
clknet_0__04983_,64.13
_03182_,64
_04522_,63.96
clknet_0__08483_,63.91
_03415_,63.9
_03271_,63.76
clknet_1_1__leaf__08480_,63.75
_03626_,63.74
_02908_,63.72
_08768_,63.72
clknet_leaf_18_clk,63.72
_05353_,63.67
_02904_,63.66
_05379_,63.6
clknet_0__08366_,63.58
clknet_1_0__leaf__08509_,63.565
clknet_1_1__leaf__03683_,63.56
_05682_,63.42
_04912_,63.38
_04732_,63.34
_05699_,63.34
_08366_,63.32
clknet_1_0__leaf__03641_,63.23
CPU.PC\[8\],63.205
_03300_,63.2
_06774_,63.2
CPU.rs2\[20\],63.16
clknet_1_1__leaf__03682_,63
_04237_,62.96
_03983_,62.84
clknet_1_1__leaf__08465_,62.83
_03819_,62.56
clknet_0__08502_,62.56
_04792_,62.55
CPU.rs2\[8\],62.54
_02981_,62.5
_03590_,62.36
clknet_1_1__leaf__04983_,62.36
clknet_1_1__leaf__08438_,62.33
_03073_,62.3
_04263_,62.26
_03998_,62.18
_05746_,62.14
_05170_,62.1
_06403_,62
_04748_,61.96
clknet_1_0__leaf__08454_,61.94
clknet_1_1__leaf__03638_,61.92
_04371_,61.88
_03918_,61.8
_07061_,61.68
_03230_,61.66
_04009_,61.66
_06347_,61.66
_04776_,61.56
per_uart.rx_avail,61.485
clknet_0__08368_,61.46
_04510_,61.36
_08445_,61.36
clknet_1_1__leaf__03651_,61.36
_04119_,61.24
_08453_,61.16
_04497_,61.14
clknet_0__08471_,61.14
CPU.aluReg\[21\],61.125
_03690_,61.1
_04159_,61.08
_04562_,61.08
clknet_1_0__leaf__08435_,61.05
_06077_,61
_08485_,60.98
_07779_,60.91
_03344_,60.88
_03021_,60.8
CPU.registerFile\[9\]\[3\],60.75
_03339_,60.72
clknet_0__03690_,60.66
_04671_,60.64
_03407_,60.62
clknet_1_1__leaf__05013_,60.62
CPU.registerFile\[1\]\[2\],60.5
net1396,60.5
clknet_1_1__leaf__03645_,60.44
clknet_1_1__leaf__08364_,60.4
_07086_,60.26
_05391_,60.25
_06154_,60.2
_02802_,60.16
_06159_,60.12
net8,60.12
_05913_,60.09
_06862_,60.08
clknet_leaf_10_clk,60.04
_05310_,60.02
_03119_,59.9
_04888_,59.84
_04827_,59.74
_03687_,59.66
_04923_,59.65
mapped_spi_ram.rcv_data\[27\],59.64
clknet_1_0__leaf__03682_,59.58
_02886_,59.5
_04021_,59.48
_06068_,59.48
CPU.aluReg\[19\],59.42
_05761_,59.42
clknet_1_0__leaf__08504_,59.4
_07764_,59.31
_06341_,59.26
_03343_,59.24
_06101_,59.2
_05316_,59.14
CPU.rs2\[15\],59.12
_04628_,59.1
_07786_,58.96
_04877_,58.94
_08479_,58.87
_07097_,58.795
CPU.rs2\[21\],58.66
clknet_1_1__leaf__08488_,58.62
CPU.registerFile\[9\]\[5\],58.6
clknet_1_1__leaf__08343_,58.54
clknet_1_0__leaf__03683_,58.53
_05724_,58.46
_06048_,58.4
_08519_,58.4
clknet_0__08475_,58.39
_04475_,58.28
_06533_,58.26
_06971_,58.22
_05410_,58.19
CPU.PC\[3\],58.11
CPU.aluIn1\[29\],58.08
_08449_,58.04
_03638_,58.02
CPU.registerFile\[24\]\[24\],57.98
net1366,57.98
_03994_,57.94
clknet_leaf_19_clk,57.92
_04967_,57.86
CPU.instr\[5\],57.74
_08602_,57.65
_06368_,57.64
_05055_,57.57
clknet_0__08505_,57.47
_04678_,57.44
clknet_1_1__leaf__08491_,57.44
clknet_0__04984_,57.43
CPU.PC\[1\],57.42
_05923_,57.4
_04767_,57.38
clknet_0__08369_,57.34
CPU.registerFile\[1\]\[22\],57.31
CPU.rs2\[18\],57.22
_06406_,57.12
clknet_0__08493_,57.12
_04837_,57.085
_06198_,57.02
_04897_,56.96
_05385_,56.89
_03445_,56.88
_03942_,56.88
_04983_,56.86
clknet_0__08343_,56.79
_03826_,56.76
_05371_,56.72
_08454_,56.72
mapped_spi_ram.rcv_data\[10\],56.7
mapped_spi_ram.rcv_data\[17\],56.62
_04267_,56.58
_06177_,56.52
_08500_,56.5
clknet_0__08511_,56.49
_05114_,56.46
_07188_,56.41
_03891_,56.36
clknet_1_0__leaf__08447_,56.27
CPU.aluIn1\[31\],56.26
CPU.registerFile\[2\]\[9\],56.22
clknet_0__08434_,56.17
_03691_,56.14
clknet_0__04985_,56.11
clknet_1_0__leaf__03685_,56.1
_04331_,56.02
_03841_,55.84
mapped_spi_ram.rcv_data\[14\],55.82
CPU.aluReg\[24\],55.76
_03475_,55.76
_03370_,55.74
_03484_,55.705
CPU.aluIn1\[24\],55.5
_03582_,55.5
_05539_,55.5
_03547_,55.44
_04793_,55.44
CPU.registerFile\[12\]\[2\],55.41
CPU.registerFile\[9\]\[17\],55.36
_05950_,55.36
_02992_,55.32
_04217_,55.3
_02882_,55.26
_06513_,55.26
_05321_,55.23
clknet_1_0__leaf__08469_,54.92
_04270_,54.9
_03374_,54.78
CPU.registerFile\[9\]\[8\],54.72
CPU.rs2\[16\],54.72
_04737_,54.56
_05457_,54.56
_03441_,54.54
clknet_1_1__leaf__03678_,54.52
_06375_,54.5
clknet_1_1__leaf__08509_,54.49
CPU.aluReg\[13\],54.46
clknet_1_0__leaf__08361_,54.375
CPU.registerFile\[2\]\[16\],54.34
_04540_,54.335
clknet_1_1__leaf__08508_,54.32
_02997_,54.3
_08657_,54.26
_03371_,54.24
clknet_0__03678_,54.22
_03406_,54.12
_04981_,54.12
_06212_,54
_05244_,53.98
_06238_,53.98
_08477_,53.98
_04697_,53.9
_03617_,53.89
CPU.aluIn1\[26\],53.82
_03871_,53.76
_05720_,53.76
_05297_,53.72
clknet_0__08364_,53.72
_05793_,53.68
_03853_,53.62
_05506_,53.6
_03904_,53.58
_02919_,53.56
_03336_,53.56
per_uart.uart0.rx_bitcount\[0\],53.51
_02844_,53.5
_04549_,53.5
_08345_,53.44
_03379_,53.265
_03832_,53.23
_02954_,53.18
clknet_1_1__leaf__03687_,53.09
_06017_,53.04
clknet_0__08501_,53.04
_05022_,53.02
_05692_,53.02
_03534_,52.92
_03653_,52.88
net1387,52.88
mapped_spi_ram.rcv_data\[16\],52.78
_03682_,52.75
CPU.registerFile\[1\]\[3\],52.72
_08825_,52.46
_02958_,52.42
_03476_,52.36
_04199_,52.34
CPU.rs2\[12\],52.24
clknet_0__03684_,52.19
clknet_1_1__leaf__08459_,52.18
CPU.aluIn1\[30\],52.12
_04591_,52.12
clknet_1_0__leaf__08488_,51.82
clknet_1_1__leaf__08446_,51.74
_08372_,51.7
_08470_,51.68
_08846_,51.64
clknet_0__05014_,51.54
_03077_,51.46
net1321,51.44
_05443_,51.42
_03546_,51.4
_05192_,51.4
_05657_,51.3
CPU.aluReg\[8\],51.285
_04741_,51.22
clknet_1_1__leaf__08472_,51.2
_04583_,51.16
_03581_,51.12
mapped_spi_ram.rcv_data\[31\],51.1
clknet_1_1__leaf__08342_,51.1
clknet_1_0__leaf__03646_,51
_03510_,50.96
_03880_,50.92
_06018_,50.91
clknet_1_1__leaf__08469_,50.89
clknet_0__08460_,50.87
mapped_spi_flash.state\[3\],50.86
_03261_,50.8
net1341,50.76
clknet_1_1__leaf__03646_,50.745
_06331_,50.74
_06007_,50.68
_08496_,50.68
_03789_,50.54
_05552_,50.52
_06455_,50.5
_08439_,50.5
_04958_,50.46
_08784_,50.46
_05343_,50.4
_04393_,50.34
_06389_,50.3
_05723_,50.18
_03896_,50
_06080_,49.88
_07066_,49.74
_04932_,49.7
_04862_,49.66
_03866_,49.62
_03823_,49.6
_06310_,49.36
CPU.aluReg\[22\],49.355
_03442_,49.32
_07186_,49.28
clknet_1_0__leaf__08465_,49.26
_05572_,49.22
_04802_,49.2
CPU.aluReg\[23\],49.14
_04968_,49.14
_05828_,49.08
_06308_,49.04
_03347_,48.94
_03929_,48.94
_03410_,48.82
_06359_,48.82
_08342_,48.8
_04482_,48.78
_04352_,48.7
_05789_,48.66
clknet_1_0__leaf__05014_,48.595
_02946_,48.58
clknet_1_1__leaf__08505_,48.5
_05649_,48.32
_04811_,48.28
clknet_1_0__leaf__03649_,48.24
CPU.registerFile\[2\]\[12\],48.18
clknet_0__03645_,48.18
clknet_0__08504_,48.15
CPU.registerFile\[9\]\[7\],48.06
CPU.registerFile\[6\]\[27\],48.02
_03618_,48
per_uart.rx_data\[3\],47.965
_05921_,47.92
clknet_0__08444_,47.91
_05075_,47.9
CPU.registerFile\[9\]\[9\],47.82
_05474_,47.82
_06370_,47.7
clknet_1_1__leaf__08463_,47.7
clknet_0__08363_,47.7
net1420,47.58
_08493_,47.54
CPU.registerFile\[24\]\[1\],47.44
clknet_1_1__leaf__03642_,47.33
clknet_1_1__leaf__08470_,47.3
_03313_,47.28
_05283_,47.24
clknet_0__08365_,47.18
_02783_,47.08
_03270_,47.06
_03908_,46.94
net1634,46.925
_05366_,46.9
CPU.registerFile\[30\]\[2\],46.86
_06328_,46.86
_06333_,46.82
_03206_,46.805
CPU.registerFile\[1\]\[12\],46.8
_06395_,46.71
clknet_0__08509_,46.68
per_uart.uart0.rx_bitcount\[1\],46.62
CPU.registerFile\[2\]\[5\],46.52
_08291_,46.37
clknet_1_0__leaf__03651_,46.31
clknet_0__08465_,46.31
CPU.rs2\[22\],46.28
_06189_,46.28
CPU.registerFile\[2\]\[0\],46.22
CPU.registerFile\[9\]\[10\],46.22
_03449_,46.22
_08689_,46.12
CPU.aluReg\[7\],46.115
_03733_,46.06
_03545_,46.02
per_uart.uart0.tx_bitcount\[0\],45.92
_08763_,45.86
mapped_spi_ram.rcv_data\[3\],45.82
_06121_,45.72
clknet_1_0__leaf__08467_,45.68
_06275_,45.66
net1312,45.64
_06029_,45.58
_08644_,45.56
_05362_,45.48
_05675_,45.48
_05434_,45.38
_04394_,45.36
_06043_,45.36
_03039_,45.3
_06460_,45.3
_03634_,45.28
_03859_,45.28
_05028_,45.26
clknet_0__03648_,45.22
_06400_,45.2
_02915_,45.16
_03477_,45.16
clknet_1_1__leaf__03644_,45.08
_06329_,45.06
CPU.registerFile\[4\]\[19\],44.98
CPU.registerFile\[2\]\[3\],44.82
_08480_,44.82
_03774_,44.8
_08704_,44.78
_04853_,44.72
CPU.PC\[5\],44.64
_05642_,44.64
_07114_,44.53
_05677_,44.48
_08472_,44.46
clknet_1_0__leaf__03647_,44.395
_05328_,44.36
CPU.registerFile\[3\]\[27\],44.34
CPU.state\[2\],44.32
_04758_,44.32
_04308_,44.18
mapped_spi_ram.rcv_data\[2\],44.17
_08815_,44.06
_06051_,44.04
_05676_,43.88
_08614_,43.8
_05348_,43.74
per_uart.d_in_uart\[5\],43.72
_03619_,43.66
CPU.aluReg\[25\],43.6
CPU.aluIn1\[25\],43.56
_07190_,43.555
CPU.registerFile\[2\]\[2\],43.52
_05399_,43.52
_03583_,43.46
clknet_0__08459_,43.44
CPU.registerFile\[2\]\[26\],43.415
clknet_0__03682_,43.38
_05290_,43.34
_04632_,43.32
_03252_,43.3
CPU.registerFile\[12\]\[14\],43.29
_03383_,43.24
_04907_,43.2
clknet_0__08508_,43.2
_05255_,43.14
CPU.registerFile\[28\]\[0\],43.1
_08271_,43.08
_06311_,43.04
_04723_,42.86
_04688_,42.82
_05276_,42.8
CPU.registerFile\[3\]\[2\],42.74
clknet_1_1__leaf__08504_,42.71
clknet_1_1__leaf__03641_,42.685
CPU.registerFile\[2\]\[14\],42.68
net1383,42.66
_04713_,42.58
_06498_,42.5
CPU.registerFile\[12\]\[15\],42.42
net1449,42.42
_03660_,42.4
_04533_,42.28
clknet_leaf_9_clk,42.22
per_uart.rx_data\[7\],42.12
CPU.aluReg\[26\],42.1
_08619_,42.06
clknet_leaf_2_clk,42.06
_05036_,42.04
clknet_0__08342_,41.95
_03527_,41.92
_04124_,41.88
_05300_,41.86
_06284_,41.86
clknet_0__08436_,41.83
clknet_1_1__leaf__03685_,41.82
_05663_,41.8
_05451_,41.78
_05708_,41.76
CPU.rs2\[11\],41.75
clknet_0__08454_,41.74
_05296_,41.72
clknet_1_0__leaf__08491_,41.66
CPU.registerFile\[4\]\[1\],41.58
_03274_,41.58
_03696_,41.58
CPU.registerFile\[4\]\[22\],41.5
_04435_,41.5
CPU.registerFile\[4\]\[26\],41.495
clknet_1_1__leaf__08339_,41.46
_05325_,41.44
CPU.registerFile\[4\]\[6\],41.34
_05317_,41.32
clknet_1_0__leaf__08362_,41.29
clknet_leaf_13_clk,41.28
_06451_,41.27
_02848_,41.26
CPU.registerFile\[1\]\[14\],41.22
_02724_,41.2
_04818_,41.18
_08606_,41.14
_05765_,41.1
_05319_,41
_05398_,40.99
_04440_,40.96
_05333_,40.94
CPU.registerFile\[17\]\[5\],40.92
_06519_,40.89
_04636_,40.86
CPU.registerFile\[12\]\[12\],40.84
_07835_,40.82
_08437_,40.71
_08591_,40.68
_04772_,40.56
_06306_,40.56
_08456_,40.56
_03641_,40.54
_05014_,40.45
clknet_1_0__leaf__05013_,40.42
clknet_1_1__leaf__03647_,40.4
clknet_0__03644_,40.39
_06230_,40.24
_06265_,40.24
_08367_,40.24
_08488_,40.24
_05133_,40.22
clknet_0__03646_,40.2
_04436_,40.16
_06296_,40.16
net2428,40.16
CPU.aluReg\[11\],40.14
_03980_,40.14
_05695_,40.1
_08464_,40.07
_04151_,39.96
clknet_0__08361_,39.94
_03414_,39.86
_04528_,39.76
clknet_1_1__leaf__08344_,39.76
CPU.registerFile\[11\]\[13\],39.74
_07129_,39.64
_08511_,39.6
clknet_0__03679_,39.56
_06094_,39.52
net1337,39.52
_05722_,39.5
CPU.registerFile\[4\]\[25\],39.48
CPU.registerFile\[1\]\[1\],39.45
CPU.registerFile\[2\]\[17\],39.44
CPU.registerFile\[2\]\[10\],39.36
_05740_,39.36
_07120_,39.36
_04783_,39.28
_08721_,39.28
_05704_,39.26
_06851_,39.26
_03312_,39.24
_08444_,39.08
_08357_,39.05
_05393_,39.04
_05581_,39.02
CPU.aluReg\[16\],39.005
CPU.registerFile\[12\]\[17\],38.94
CPU.rs2\[14\],38.94
_03808_,38.92
_04351_,38.9
_05714_,38.9
CPU.aluReg\[2\],38.86
clknet_0__08467_,38.81
_05185_,38.755
CPU.registerFile\[2\]\[11\],38.7
_03959_,38.7
_06470_,38.68
_06432_,38.6
_03645_,38.56
CPU.Jimm\[19\],38.48
per_uart.uart0.rx_busy,38.46
net1612,38.445
CPU.registerFile\[12\]\[13\],38.4
_03952_,38.35
_08436_,38.3
_05013_,38.26
_02878_,38.2
clknet_1_0__leaf__03650_,38.2
clknet_1_1__leaf__03649_,38.175
_05274_,38.13
_07178_,38.04
_05331_,38.02
_08483_,37.96
CPU.registerFile\[2\]\[13\],37.92
_05402_,37.92
clknet_0__03647_,37.92
_03948_,37.9
_07805_,37.86
_08854_,37.76
clknet_1_1__leaf__03650_,37.58
clknet_1_0__leaf__03689_,37.57
_03299_,37.56
_03035_,37.52
CPU.registerFile\[4\]\[5\],37.48
_05845_,37.44
CPU.registerFile\[13\]\[19\],37.415
_03511_,37.4
_05194_,37.4
_06384_,37.32
_05376_,37.3
_05634_,37.28
clknet_1_1__leaf__08467_,37.28
_03715_,37.26
clknet_0__03651_,37.25
_03335_,37.22
_03642_,37.15
_03562_,37.14
_04312_,37.14
clknet_0__04979_,37.12
_05344_,37.1
CPU.registerFile\[2\]\[15\],37.04
_04863_,37.04
_05311_,37.04
_04414_,37.02
_08579_,37
clknet_0__08487_,36.97
clknet_1_0__leaf__08463_,36.94
_08478_,36.92
_03777_,36.9
_08688_,36.89
_08509_,36.84
_02963_,36.76
_05238_,36.68
_04567_,36.64
_03233_,36.6
_05340_,36.6
CPU.registerFile\[17\]\[12\],36.555
CPU.aluReg\[4\],36.54
CPU.registerFile\[26\]\[2\],36.52
_05120_,36.52
CPU.registerFile\[6\]\[28\],36.44
CPU.registerFile\[9\]\[13\],36.44
_08534_,36.42
_06383_,36.4
_06130_,36.3
_06392_,36.3
_02985_,36.1
CPU.registerFile\[4\]\[28\],36.08
_04214_,36.08
_04675_,36.08
mapped_spi_flash.snd_bitcount\[0\],36.08
CPU.aluReg\[27\],36.06
_06393_,35.96
clknet_1_0__leaf__03648_,35.9
_07130_,35.895
_04828_,35.88
_03655_,35.84
_05387_,35.84
