net,length_um
net2478,3.78
net2689,3.78
net912,3.76
_04155_,3.76
_06004_,3.76
_07022_,3.76
_08059_,3.76
net2590,3.76
_02347_,3.755
_02742_,3.75
_03740_,3.74
_04690_,3.74
_00008_,3.705
_01424_,3.705
_01590_,3.705
_01801_,3.705
_01861_,3.705
_01947_,3.705
_02068_,3.705
_02170_,3.705
_02196_,3.705
_02319_,3.705
_02688_,3.705
_02257_,3.685
net1005,3.68
net541,3.68
_01706_,3.68
_02327_,3.68
_04034_,3.68
_05273_,3.68
_06346_,3.68
net1382,3.68
_03542_,3.66
_04913_,3.66
_05718_,3.66
_07052_,3.66
_07067_,3.66
_07382_,3.66
_07540_,3.66
_07783_,3.66
_08499_,3.66
mapped_spi_ram.div_counter\[4\],3.66
net2097,3.66
_01554_,3.655
net1273,3.64
_06354_,3.64
_01345_,3.625
_01445_,3.625
_01460_,3.625
_01469_,3.625
_01808_,3.625
_02407_,3.625
_02548_,3.625
_01602_,3.605
_01775_,3.605
_01812_,3.605
_02015_,3.605
_02379_,3.605
_01572_,3.585
_02000_,3.585
_02451_,3.585
_02961_,3.56
_03288_,3.56
_03434_,3.56
_03611_,3.56
_04227_,3.56
_04391_,3.56
_05111_,3.56
_05406_,3.56
_05821_,3.56
_06348_,3.56
_07016_,3.56
_07065_,3.56
_07170_,3.56
_08100_,3.56
_08712_,3.56
_00039_,3.54
net813,3.54
net834,3.54
net839,3.54
net939,3.54
net1102,3.54
net1131,3.54
net1147,3.54
net1245,3.54
net127,3.54
net217,3.54
net250,3.54
net264,3.54
net297,3.54
net328,3.54
net362,3.54
net366,3.54
net415,3.54
net436,3.54
net449,3.54
net490,3.54
net515,3.54
net524,3.54
net548,3.54
net570,3.54
net597,3.54
net699,3.54
net713,3.54
net724,3.54
net737,3.54
net781,3.54
net91,3.54
net106,3.54
_01433_,3.54
_02675_,3.54
_02789_,3.54
_02801_,3.54
_02947_,3.54
_03576_,3.54
_03723_,3.54
_03973_,3.54
_04088_,3.54
_04202_,3.54
_04262_,3.54
_04332_,3.54
_04370_,3.54
_04405_,3.54
_04635_,3.54
_04708_,3.54
_04971_,3.54
_05478_,3.54
_05505_,3.54
_05644_,3.54
_06327_,3.54
_06523_,3.54
_06762_,3.54
_06798_,3.54
_06900_,3.54
_06921_,3.54
_06928_,3.54
_06944_,3.54
_07063_,3.54
_07162_,3.54
_07566_,3.54
_07637_,3.54
_07823_,3.54
_08061_,3.54
_08220_,3.54
_08650_,3.54
_08683_,3.54
_08703_,3.54
mapped_spi_flash.rcv_data\[3\],3.54
net1469,3.54
net1554,3.54
net1669,3.54
net1831,3.54
net1980,3.54
net2090,3.54
net2333,3.54
net2451,3.54
_02659_,3.525
_03490_,3.52
_05619_,3.52
_07083_,3.52
_02012_,3.515
_02024_,3.515
_02204_,3.515
_02629_,3.515
net56,3.515
_06369_,3.51
_01842_,3.505
_01873_,3.505
_01942_,3.505
_01989_,3.505
_02021_,3.505
_02053_,3.505
_02356_,3.505
_02362_,3.505
_02411_,3.505
_02512_,3.505
_02526_,3.505
_02536_,3.505
_02662_,3.505
_04067_,3.5
_04309_,3.48
_01340_,3.465
_01377_,3.465
_01432_,3.465
_01669_,3.465
_02076_,3.465
net33,3.465
net48,3.465
_02252_,3.465
_02295_,3.465
_02332_,3.465
_02293_,3.455
_02549_,3.44
_02663_,3.44
_03743_,3.44
_03820_,3.44
_04125_,3.44
_04450_,3.44
_04718_,3.44
_04867_,3.44
_06236_,3.44
_06270_,3.44
_06573_,3.44
_06602_,3.44
_07046_,3.44
_07373_,3.44
_07405_,3.44
_07533_,3.44
_07711_,3.44
_07747_,3.44
_07917_,3.44
_08382_,3.44
_08734_,3.44
mapped_spi_ram.div_counter\[3\],3.44
net1011,3.42
net156,3.42
net298,3.42
net584,3.42
_02712_,3.42
_02833_,3.42
_03301_,3.42
_03899_,3.42
_03987_,3.42
_04049_,3.42
_04195_,3.42
_04232_,3.42
_04329_,3.42
_04400_,3.42
_04483_,3.42
_04709_,3.42
_04882_,3.42
_04909_,3.42
_05019_,3.42
_05039_,3.42
_05146_,3.42
_05503_,3.42
_06056_,3.42
_06278_,3.42
_06362_,3.42
_06560_,3.42
_06719_,3.42
_06794_,3.42
_06870_,3.42
_07213_,3.42
_07393_,3.42
_07678_,3.42
_07699_,3.42
_07754_,3.42
_08021_,3.42
_08091_,3.42
_08102_,3.42
_08127_,3.42
_08730_,3.42
_08847_,3.42
net1619,3.42
net1809,3.42
net2425,3.42
_01695_,3.415
_01339_,3.405
_01467_,3.405
_01470_,3.405
_01511_,3.405
_01571_,3.405
_01607_,3.405
net19,3.405
_01771_,3.405
_01807_,3.405
_02030_,3.405
_02084_,3.405
_02426_,3.405
_02700_,3.405
_06091_,3.4
_01399_,3.345
_01583_,3.345
_01649_,3.345
_01675_,3.345
net22,3.345
_02462_,3.345
_02699_,3.345
net17,3.345
_00038_,3.34
_01318_,3.34
_01329_,3.34
_01361_,3.34
_01386_,3.34
_01466_,3.34
_01650_,3.34
_01846_,3.34
_01851_,3.34
_02205_,3.34
_02318_,3.34
_02399_,3.34
_02487_,3.34
_02535_,3.34
_02669_,3.34
_02710_,3.34
_01357_,3.32
_01385_,3.32
_01421_,3.32
_01611_,3.32
_01620_,3.32
_01768_,3.32
_01821_,3.32
_01881_,3.32
_02070_,3.32
_02278_,3.32
_02601_,3.32
_03950_,3.32
_03981_,3.32
_04512_,3.32
_04681_,3.32
_05450_,3.32
_05551_,3.32
_06374_,3.32
_07904_,3.32
net1720,3.32
net1822,3.32
net1960,3.32
net2018,3.32
net2019,3.32
net2080,3.32
net2114,3.32
net2284,3.32
net2303,3.32
net2329,3.32
net2386,3.32
net2413,3.32
net2464,3.32
net2643,3.32
net1160,3.3
net388,3.3
net90,3.3
net100,3.3
_04129_,3.3
_05655_,3.3
_06930_,3.3
_08624_,3.3
_01320_,3.295
_02044_,3.275
_01294_,3.245
_01629_,3.245
_01658_,3.245
_01680_,3.245
_01740_,3.245
_01869_,3.245
_02179_,3.245
_02262_,3.245
_02620_,3.245
_02654_,3.245
net1377,3.245
_02201_,3.225
net961,3.22
net197,3.22
_01691_,3.22
_05196_,3.22
_05681_,3.22
_05751_,3.22
_05795_,3.22
_06066_,3.22
_06356_,3.22
_07116_,3.22
_07124_,3.22
_07845_,3.22
net1840,3.22
net2163,3.22
_05029_,3.2
_06207_,3.2
net1818,3.2
_02843_,3.18
_02918_,3.18
_03537_,3.18
_04135_,3.18
_07842_,3.18
_08326_,3.18
mapped_spi_flash.div_counter\[2\],3.18
_01354_,3.175
_01487_,3.175
_01876_,3.175
_02082_,3.175
net50,3.175
_02181_,3.175
_02646_,3.175
_01301_,3.125
_01568_,3.125
_01957_,3.125
_02415_,3.125
_02546_,3.125
_07070_,3.11
net215,3.1
_02368_,3.1
_02881_,3.1
_02898_,3.1
_03041_,3.1
_03360_,3.1
_03699_,3.1
_04396_,3.1
_05467_,3.1
_05512_,3.1
_05732_,3.1
_05750_,3.1
_05843_,3.1
_06024_,3.1
_06300_,3.1
_06499_,3.1
_07103_,3.1
_07679_,3.1
_07730_,3.1
_07732_,3.1
_07745_,3.1
_08675_,3.1
net1732,3.1
net827,3.08
net836,3.08
net860,3.08
net921,3.08
net1026,3.08
net1032,3.08
net1033,3.08
net1109,3.08
net1111,3.08
net1124,3.08
net1132,3.08
net1158,3.08
net1231,3.08
net1288,3.08
net1289,3.08
net153,3.08
net216,3.08
net248,3.08
net321,3.08
net343,3.08
net361,3.08
net367,3.08
net379,3.08
net402,3.08
net403,3.08
net414,3.08
net529,3.08
net537,3.08
net563,3.08
net627,3.08
net640,3.08
net644,3.08
net646,3.08
net669,3.08
net718,3.08
net723,3.08
net725,3.08
net732,3.08
net756,3.08
net763,3.08
net769,3.08
net771,3.08
net107,3.08
_01444_,3.08
_02511_,3.08
_02761_,3.08
_02781_,3.08
_03089_,3.08
_03400_,3.08
_03610_,3.08
_03957_,3.08
_04323_,3.08
_04382_,3.08
_04399_,3.08
_04927_,3.08
_05005_,3.08
_05213_,3.08
_05288_,3.08
_05329_,3.08
_05469_,3.08
_05489_,3.08
_05496_,3.08
_05897_,3.08
_05991_,3.08
_06028_,3.08
_06279_,3.08
_06332_,3.08
_06511_,3.08
_06527_,3.08
_06720_,3.08
_06734_,3.08
_06743_,3.08
_06867_,3.08
_06896_,3.08
_06909_,3.08
_06913_,3.08
_07078_,3.08
_07155_,3.08
_07319_,3.08
_07406_,3.08
_07436_,3.08
_07465_,3.08
_07466_,3.08
_07753_,3.08
_07795_,3.08
_07840_,3.08
_07865_,3.08
_07951_,3.08
_07985_,3.08
_08106_,3.08
_08198_,3.08
_08219_,3.08
_08236_,3.08
_08429_,3.08
_08620_,3.08
_08649_,3.08
_08769_,3.08
mapped_spi_flash.rcv_bitcount\[2\],3.08
mapped_spi_flash.rcv_data\[15\],3.08
per_uart.uart0.enable16_counter\[4\],3.08
net1585,3.08
net2435,3.08
net2443,3.08
_02502_,3.06
_07748_,3.06
_00019_,3.055
_01546_,3.055
_01646_,3.055
_01835_,3.055
_01870_,3.055
_01874_,3.055
_01930_,3.055
_02059_,3.055
_02285_,3.055
_02377_,3.055
_02474_,3.055
_01748_,3.045
_01935_,3.045
_02209_,3.045
_02573_,3.045
_01563_,3.005
_01566_,3.005
_01615_,3.005
_01871_,3.005
_02010_,3.005
_02056_,3.005
net24,3.005
net29,3.005
net41,3.005
_02190_,3.005
_02210_,3.005
_02247_,3.005
_02469_,3.005
_02530_,3.005
_02485_,3
_06015_,3
net943,2.98
net463,2.98
_02803_,2.98
_02909_,2.98
_03538_,2.98
_03578_,2.98
_03779_,2.98
_03857_,2.98
_04271_,2.98
_04346_,2.98
_04599_,2.98
_04727_,2.98
_04859_,2.98
_05046_,2.98
_05101_,2.98
_05109_,2.98
_05223_,2.98
_05426_,2.98
_06588_,2.98
_06746_,2.98
_06793_,2.98
_06822_,2.98
_06823_,2.98
_07344_,2.98
_08206_,2.98
_08583_,2.98
_08667_,2.98
net819,2.96
net820,2.96
net868,2.96
net906,2.96
net908,2.96
net952,2.96
net965,2.96
net1074,2.96
net1079,2.96
net1115,2.96
net1170,2.96
net1242,2.96
net1243,2.96
net1259,2.96
net110,2.96
net168,2.96
net174,2.96
net178,2.96
net204,2.96
net226,2.96
net368,2.96
net374,2.96
net377,2.96
net405,2.96
net575,2.96
net586,2.96
net606,2.96
net616,2.96
net634,2.96
net680,2.96
net710,2.96
net712,2.96
net730,2.96
net806,2.96
net807,2.96
_01447_,2.96
_01449_,2.96
_02758_,2.96
_02800_,2.96
_02842_,2.96
_02965_,2.96
_03461_,2.96
_03632_,2.96
_04161_,2.96
_04281_,2.96
_04470_,2.96
_04480_,2.96
_04551_,2.96
_04609_,2.96
_05007_,2.96
_05071_,2.96
_05113_,2.96
_05210_,2.96
_05669_,2.96
_05702_,2.96
_06170_,2.96
_06309_,2.96
_06844_,2.96
_06996_,2.96
_07173_,2.96
_07470_,2.96
_07607_,2.96
_07733_,2.96
_07836_,2.96
_07873_,2.96
_07932_,2.96
_07937_,2.96
_08648_,2.96
net1455,2.96
net1651,2.96
net1721,2.96
net2062,2.96
_01304_,2.945
_01371_,2.945
_01393_,2.945
_01415_,2.945
_01441_,2.945
_01475_,2.945
_01478_,2.945
_01482_,2.945
_01543_,2.945
_01569_,2.945
_01586_,2.945
_01638_,2.945
_01809_,2.945
_01824_,2.945
_01928_,2.945
_01990_,2.945
_02055_,2.945
_02071_,2.945
_02081_,2.945
_02151_,2.945
_02193_,2.945
_02342_,2.945
_02343_,2.945
_02351_,2.945
_02383_,2.945
_02454_,2.945
_02499_,2.945
_02618_,2.945
_02708_,2.945
_01772_,2.885
_02087_,2.885
_02382_,2.885
_02416_,2.885
_02575_,2.885
_02605_,2.885
_02635_,2.885
net1324,2.885
_00042_,2.86
_01337_,2.86
_01481_,2.86
_01550_,2.86
_01562_,2.86
_01651_,2.86
net21,2.86
_01800_,2.86
_01826_,2.86
_01832_,2.86
_01865_,2.86
_02231_,2.86
_02345_,2.86
_02410_,2.86
_02828_,2.86
_03135_,2.86
_03629_,2.86
_04469_,2.86
_06876_,2.86
_06884_,2.86
_06924_,2.86
_07833_,2.86
_08618_,2.86
net1955,2.86
net2006,2.86
net2094,2.86
net2135,2.86
net2243,2.86
net2270,2.86
net2299,2.86
net2311,2.86
net2338,2.86
net2491,2.86
net2523,2.86
net2578,2.86
net2641,2.86
_02790_,2.84
_04559_,2.84
net739,2.835
_02028_,2.835
_02266_,2.835
_02565_,2.835
_07717_,2.81
_01289_,2.785
_01465_,2.785
_01627_,2.785
_01753_,2.785
_01760_,2.785
_01967_,2.785
_02302_,2.785
_02385_,2.785
_02566_,2.785
_02567_,2.785
_02668_,2.785
net1627,2.785
net1076,2.76
net1090,2.76
net681,2.76
net687,2.76
_03254_,2.76
_05272_,2.76
_06274_,2.76
_06547_,2.76
_06936_,2.76
_07096_,2.76
net1714,2.76
net1759,2.76
_02975_,2.74
_05365_,2.74
net1571,2.74
net1979,2.74
net2137,2.74
_06133_,2.72
_01343_,2.715
_01367_,2.715
_01437_,2.715
_01542_,2.715
_01608_,2.715
_01628_,2.715
_01668_,2.715
_01783_,2.715
_01958_,2.715
_02192_,2.715
_02212_,2.715
_02255_,2.715
_02300_,2.715
_02434_,2.715
_02438_,2.715
_02468_,2.715
_02705_,2.715
net1506,2.715
_06302_,2.69
net38,2.66
_00012_,2.64
_02765_,2.64
_02924_,2.64
_03003_,2.64
_03124_,2.64
_03540_,2.64
_03666_,2.64
_03671_,2.64
_04226_,2.64
_04631_,2.64
_05068_,2.64
_05140_,2.64
_05465_,2.64
_05866_,2.64
_06116_,2.64
_06475_,2.64
_06998_,2.64
_08300_,2.64
_08337_,2.64
mapped_spi_flash.rcv_data\[24\],2.64
per_uart.uart0.enable16_counter\[11\],2.64
net810,2.62
net831,2.62
net846,2.62
net863,2.62
net867,2.62
net871,2.62
net872,2.62
net875,2.62
net881,2.62
net887,2.62
net889,2.62
net894,2.62
net907,2.62
net909,2.62
net926,2.62
net927,2.62
net929,2.62
net930,2.62
net950,2.62
net960,2.62
net994,2.62
net996,2.62
net998,2.62
net1003,2.62
net1016,2.62
net1028,2.62
net1029,2.62
net1030,2.62
net1046,2.62
net1049,2.62
net1057,2.62
net1064,2.62
net1066,2.62
net1068,2.62
net1078,2.62
net1080,2.62
net1085,2.62
net1087,2.62
net1098,2.62
net1106,2.62
net1108,2.62
net1110,2.62
net1117,2.62
net1129,2.62
net1140,2.62
net1150,2.62
net1165,2.62
net1194,2.62
net1201,2.62
net1206,2.62
net1222,2.62
net1257,2.62
net1268,2.62
net1276,2.62
net1278,2.62
net1284,2.62
net1287,2.62
net116,2.62
net117,2.62
net118,2.62
net119,2.62
net125,2.62
net140,2.62
net163,2.62
net164,2.62
net165,2.62
net167,2.62
net171,2.62
net180,2.62
net190,2.62
net195,2.62
net196,2.62
net211,2.62
net213,2.62
net214,2.62
net223,2.62
net230,2.62
net240,2.62
net257,2.62
net261,2.62
net277,2.62
net282,2.62
net285,2.62
net292,2.62
net305,2.62
net317,2.62
net318,2.62
net331,2.62
net333,2.62
net335,2.62
net350,2.62
net353,2.62
net354,2.62
net365,2.62
net385,2.62
net389,2.62
net390,2.62
net397,2.62
net399,2.62
net401,2.62
net407,2.62
net420,2.62
net421,2.62
net425,2.62
net429,2.62
net437,2.62
net438,2.62
net455,2.62
net457,2.62
net467,2.62
net469,2.62
net475,2.62
net476,2.62
net483,2.62
net487,2.62
net489,2.62
net517,2.62
net521,2.62
net527,2.62
net549,2.62
net550,2.62
net553,2.62
net559,2.62
net565,2.62
net567,2.62
net572,2.62
net576,2.62
net577,2.62
net582,2.62
net583,2.62
net588,2.62
net594,2.62
net618,2.62
net619,2.62
net639,2.62
net667,2.62
net668,2.62
net671,2.62
net679,2.62
net688,2.62
net696,2.62
net726,2.62
net731,2.62
net744,2.62
net750,2.62
net753,2.62
net754,2.62
net759,2.62
net770,2.62
net779,2.62
net788,2.62
net793,2.62
net797,2.62
net802,2.62
net803,2.62
net60,2.62
net67,2.62
net73,2.62
net80,2.62
net88,2.62
net92,2.62
net102,2.62
net105,2.62
_01720_,2.62
_02505_,2.62
_02507_,2.62
_02819_,2.62
_02861_,2.62
_02917_,2.62
_02944_,2.62
_03473_,2.62
_03839_,2.62
_03960_,2.62
_03970_,2.62
_04406_,2.62
_04455_,2.62
_04491_,2.62
_04535_,2.62
_04627_,2.62
_05144_,2.62
_05181_,2.62
_05701_,2.62
_05707_,2.62
_05903_,2.62
_06262_,2.62
_06623_,2.62
_06898_,2.62
_07072_,2.62
_07146_,2.62
_07206_,2.62
_07251_,2.62
_07254_,2.62
_07496_,2.62
_07527_,2.62
_07567_,2.62
_07658_,2.62
_07882_,2.62
_07911_,2.62
_08258_,2.62
_08679_,2.62
mapped_spi_flash.rcv_data\[7\],2.62
mapped_spi_ram.cmd_addr\[25\],2.62
net1454,2.62
net1675,2.62
net2157,2.62
net2328,2.62
_01331_,2.595
_01332_,2.595
net26,2.595
_02488_,2.595
_00017_,2.585
_01322_,2.585
_01524_,2.585
_01709_,2.585
_01898_,2.585
_02603_,2.585
_00006_,2.545
_00040_,2.545
_01388_,2.545
_01442_,2.545
_01510_,2.545
_01531_,2.545
_01601_,2.545
_01604_,2.545
_01662_,2.545
_01766_,2.545
_01872_,2.545
_01885_,2.545
_01893_,2.545
_01895_,2.545
_01985_,2.545
_01996_,2.545
_02022_,2.545
_02058_,2.545
net52,2.545
_02157_,2.545
_02178_,2.545
_02249_,2.545
_02299_,2.545
_02380_,2.545
_02425_,2.545
_02508_,2.545
_02596_,2.545
_02634_,2.545
_06114_,2.535
_06324_,2.53
_07684_,2.53
_01336_,2.52
_01780_,2.52
_01969_,2.52
_02199_,2.52
_02602_,2.52
_03541_,2.52
_03577_,2.52
_03613_,2.52
_04645_,2.52
_05077_,2.52
_05081_,2.52
_05214_,2.52
_05227_,2.52
_06087_,2.52
_06436_,2.52
_06619_,2.52
_06666_,2.52
_06736_,2.52
_07205_,2.52
_07321_,2.52
_07348_,2.52
_07923_,2.52
_07963_,2.52
_07987_,2.52
_08018_,2.52
_08110_,2.52
net1121,2.5
_02503_,2.5
_02514_,2.5
_02873_,2.5
_02939_,2.5
_03328_,2.5
_03628_,2.5
_04148_,2.5
_04369_,2.5
_04606_,2.5
_04648_,2.5
_04721_,2.5
_04775_,2.5
_04809_,2.5
_04950_,2.5
_05045_,2.5
_05054_,2.5
_05093_,2.5
_06060_,2.5
_06226_,2.5
_06231_,2.5
_06251_,2.5
_06423_,2.5
_06650_,2.5
_06662_,2.5
_06742_,2.5
_06877_,2.5
_06991_,2.5
_07015_,2.5
_07563_,2.5
_07659_,2.5
_07889_,2.5
_07945_,2.5
_07959_,2.5
_08197_,2.5
_08361_,2.5
_08381_,2.5
mapped_spi_flash.div_counter\[4\],2.5
net1520,2.5
net1678,2.5
_01582_,2.425
_01982_,2.425
_02869_,2.4
_03216_,2.4
_03539_,2.4
_05030_,2.4
_05864_,2.4
_06917_,2.4
_08405_,2.4
net1852,2.4
net1871,2.4
net2207,2.4
net2379,2.4
net2524,2.4
net2630,2.4
net2666,2.4
_01962_,2.375
_02484_,2.375
_02610_,2.375
_01308_,2.325
_01528_,2.325
_01574_,2.325
_01597_,2.325
_01685_,2.325
_01687_,2.325
_02125_,2.325
_02225_,2.325
_02294_,2.325
_02390_,2.325
_02403_,2.325
_02464_,2.325
_02640_,2.325
_02660_,2.325
net1482,2.325
net823,2.3
net913,2.3
net958,2.3
net1082,2.3
net225,2.3
net256,2.3
net352,2.3
net561,2.3
net762,2.3
net71,2.3
_03807_,2.3
_04189_,2.3
_04786_,2.3
_04844_,2.3
_04969_,2.3
_05088_,2.3
_05421_,2.3
_05459_,2.3
_06874_,2.3
net2189,2.3
net2621,2.3
_03015_,2.28
_04906_,2.28
_06484_,2.28
_08314_,2.28
_01349_,2.255
_01374_,2.255
_01379_,2.255
_01519_,2.255
_01544_,2.255
_01747_,2.255
_01903_,2.255
_02025_,2.255
_02066_,2.255
net42,2.255
_02335_,2.255
_02371_,2.255
_02447_,2.255
_02467_,2.255
_02571_,2.255
_02592_,2.255
_02704_,2.255
net1456,2.255
net1672,2.2
_06258_,2.195
_03096_,2.18
_03514_,2.18
_03557_,2.18
_03667_,2.18
_04043_,2.18
_04892_,2.18
_05103_,2.18
_05772_,2.18
_05848_,2.18
_05896_,2.18
_06285_,2.18
_06402_,2.18
_06450_,2.18
_08298_,2.18
_05155_,2.17
net826,2.16
net870,2.16
net888,2.16
net898,2.16
net936,2.16
net979,2.16
net1056,2.16
net1071,2.16
net1075,2.16
net1094,2.16
net1225,2.16
net109,2.16
net210,2.16
net246,2.16
net296,2.16
net326,2.16
net347,2.16
net378,2.16
net404,2.16
net419,2.16
net427,2.16
net464,2.16
net514,2.16
net540,2.16
net542,2.16
net545,2.16
net560,2.16
net587,2.16
net595,2.16
net630,2.16
net647,2.16
net778,2.16
net780,2.16
net784,2.16
net804,2.16
net805,2.16
net69,2.16
_02673_,2.16
_02678_,2.16
_02697_,2.16
_02900_,2.16
_03695_,2.16
_03783_,2.16
_03884_,2.16
_04085_,2.16
_04415_,2.16
_04513_,2.16
_04865_,2.16
_04875_,2.16
_04904_,2.16
_05050_,2.16
_05225_,2.16
_05784_,2.16
_06038_,2.16
_06071_,2.16
_06127_,2.16
_06276_,2.16
_06752_,2.16
_07523_,2.16
_07602_,2.16
_07908_,2.16
_07973_,2.16
_08090_,2.16
_08150_,2.16
_08235_,2.16
_08427_,2.16
_08432_,2.16
_08793_,2.16
_08865_,2.16
mapped_spi_ram.state\[0\],2.16
per_uart.uart0.txd_reg\[3\],2.16
net1892,2.16
net2343,2.16
net2550,2.16
_00025_,2.155
_00027_,2.145
_00031_,2.125
_01288_,2.125
_01365_,2.125
_01573_,2.125
_02186_,2.125
_02582_,2.125
_01438_,2.085
_01479_,2.085
_01580_,2.085
_01682_,2.085
_01866_,2.085
_01887_,2.085
_01894_,2.085
_01901_,2.085
_02250_,2.085
_02460_,2.085
_02529_,2.085
_02564_,2.085
net18,2.08
_02641_,2.08
_08874_,2.075
_02047_,2.06
_05212_,2.06
_05231_,2.06
_06688_,2.06
_06714_,2.06
_06754_,2.06
_06755_,2.06
_06966_,2.06
_06969_,2.06
_07293_,2.06
_07402_,2.06
_07407_,2.06
_07423_,2.06
_07432_,2.06
_07507_,2.06
_07547_,2.06
_07663_,2.06
_07769_,2.06
_07916_,2.06
_08168_,2.06
_08176_,2.06
_08428_,2.06
_08621_,2.06
mapped_spi_ram.cmd_addr\[30\],2.06
_03245_,2.04
_03873_,2.04
_03907_,2.04
_04114_,2.04
_04430_,2.04
_04812_,2.04
_05184_,2.04
_05342_,2.04
_05378_,2.04
_05628_,2.04
_06229_,2.04
_06912_,2.04
_07214_,2.04
_08005_,2.04
_08386_,2.04
_08687_,2.04
net2572,2.04
_01330_,2.035
_01423_,2.035
_01882_,2.035
_02612_,2.035
_02807_,1.94
_03232_,1.94
_03409_,1.94
_03844_,1.94
_04354_,1.94
_04412_,1.94
_08754_,1.94
net1872,1.94
_00045_,1.915
_01341_,1.915
_01541_,1.915
_01561_,1.915
_01956_,1.915
_02026_,1.915
_02215_,1.915
_02494_,1.915
_02643_,1.895
_01312_,1.865
_01363_,1.865
_01391_,1.865
_01427_,1.865
_01431_,1.865
_01436_,1.865
_01443_,1.865
_01486_,1.865
_01513_,1.865
_01514_,1.865
_01533_,1.865
_01585_,1.865
_01591_,1.865
_01603_,1.865
_01671_,1.865
_01681_,1.865
_01714_,1.865
_01774_,1.865
_01825_,1.865
_01875_,1.865
_01900_,1.865
_01902_,1.865
_01921_,1.865
_01940_,1.865
_01998_,1.865
_02008_,1.865
_02020_,1.865
_02077_,1.865
_02080_,1.865
_02124_,1.865
_02141_,1.865
_02176_,1.865
_02180_,1.865
_02222_,1.865
_02233_,1.865
_02281_,1.865
_02317_,1.865
_02323_,1.865
_02324_,1.865
_02400_,1.865
_02417_,1.865
_02439_,1.865
_02456_,1.865
_02463_,1.865
_02496_,1.865
_02581_,1.865
_02588_,1.865
_02598_,1.865
_02608_,1.865
_02617_,1.865
_02625_,1.865
_02639_,1.865
_02665_,1.865
_02666_,1.865
net1439,1.865
net975,1.84
net176,1.84
net262,1.84
net340,1.84
net392,1.84
_02740_,1.84
_02787_,1.84
_02936_,1.84
_03024_,1.84
_03181_,1.84
_03191_,1.84
_03311_,1.84
_03346_,1.84
_03381_,1.84
_03452_,1.84
_03762_,1.84
_03921_,1.84
_04288_,1.84
_04653_,1.84
_04725_,1.84
_04883_,1.84
_06259_,1.84
_06372_,1.84
_06376_,1.84
_06910_,1.84
_06920_,1.84
_06927_,1.84
_06937_,1.84
_06940_,1.84
_06949_,1.84
_06964_,1.84
_06967_,1.84
_08561_,1.84
_08627_,1.84
_08773_,1.84
net1584,1.84
_05141_,1.82
_05779_,1.82
_06179_,1.82
_06397_,1.82
_07729_,1.82
net1562,1.82
net1125,1.72
net227,1.72
net334,1.72
_01290_,1.72
_02770_,1.72
_02812_,1.72
_03174_,1.72
_03367_,1.72
_03420_,1.72
_03467_,1.72
_03674_,1.72
_03675_,1.72
_03854_,1.72
_04466_,1.72
_04810_,1.72
_05508_,1.72
_06022_,1.72
_06097_,1.72
_06099_,1.72
_06399_,1.72
_07181_,1.72
_07697_,1.72
_07757_,1.72
_08827_,1.72
net814,1.7
net963,1.7
net1000,1.7
net1096,1.7
net1182,1.7
net1213,1.7
net147,1.7
net342,1.7
net344,1.7
net410,1.7
net598,1.7
net711,1.7
net792,1.7
net795,1.7
net75,1.7
_02154_,1.7
_02220_,1.7
_03108_,1.7
_03109_,1.7
_03462_,1.7
_03768_,1.7
_03846_,1.7
_04210_,1.7
_04841_,1.7
_05095_,1.7
_05171_,1.7
_05915_,1.7
_05992_,1.7
_06075_,1.7
_06441_,1.7
_06504_,1.7
_06512_,1.7
_06753_,1.7
_06962_,1.7
_07156_,1.7
_07365_,1.7
_08041_,1.7
mapped_spi_flash.rcv_data\[23\],1.7
net1668,1.7
_01456_,1.685
net1516,1.685
_05131_,1.68
_05208_,1.68
_05985_,1.61
_06001_,1.61
net393,1.6
_05026_,1.6
_05877_,1.6
_06107_,1.6
_06565_,1.6
_06598_,1.6
_06686_,1.6
_06693_,1.6
_06804_,1.6
_06875_,1.6
_06963_,1.6
_06972_,1.6
_07276_,1.6
_07282_,1.6
_07287_,1.6
_07355_,1.6
_07403_,1.6
_07455_,1.6
_07462_,1.6
_07555_,1.6
_07557_,1.6
_07619_,1.6
_07902_,1.6
_07981_,1.6
_08165_,1.6
_08431_,1.6
_01977_,1.575
_03180_,1.48
_03599_,1.48
_03902_,1.48
_04934_,1.48
_05337_,1.48
_05754_,1.48
_06873_,1.48
_06897_,1.48
_06907_,1.48
_06946_,1.48
_06961_,1.48
_02277_,1.46
_02556_,1.46
_02562_,1.46
_04880_,1.41
_01409_,1.405
_01912_,1.405
_01978_,1.405
_02035_,1.405
_02086_,1.405
_02432_,1.405
_02493_,1.405
_02539_,1.405
_02627_,1.405
_02667_,1.405
net812,1.38
net818,1.38
net884,1.38
net901,1.38
net914,1.38
net934,1.38
net938,1.38
net959,1.38
net1025,1.38
net1031,1.38
net1040,1.38
net1042,1.38
net1043,1.38
net1072,1.38
net1089,1.38
net1091,1.38
net1157,1.38
net1183,1.38
net131,1.38
net152,1.38
net161,1.38
net166,1.38
net224,1.38
net266,1.38
net280,1.38
net287,1.38
net291,1.38
net301,1.38
net330,1.38
net363,1.38
net406,1.38
net453,1.38
net461,1.38
net474,1.38
net546,1.38
net562,1.38
net564,1.38
net569,1.38
net574,1.38
net621,1.38
net664,1.38
net676,1.38
net694,1.38
